<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2021.08.10	1.67756	1.68396	1.67108	1.67108	58459	0	6
2021.08.11	1.67109	1.67454	1.66407	1.66595	60761	0	6
2021.08.12	1.66605	1.67689	1.66313	1.67446	52895	0	6
2021.08.13	1.67467	1.67945	1.67014	1.67571	60225	0	6
2021.08.16	1.67300	1.67950	1.67221	1.67748	55112	0	6
2021.08.17	1.67690	1.70320	1.67427	1.69195	81510	0	6
2021.08.18	1.69173	1.70493	1.68609	1.70117	69156	0	6
2021.08.19	1.70122	1.71591	1.69731	1.71027	96933	0	6
2021.08.20	1.70573	1.71625	1.70109	1.71091	68209	0	6
2021.08.23	1.71270	1.71413	1.70102	1.70378	64147	0	6
2021.08.24	1.70320	1.70628	1.68817	1.69002	55403	0	6
2021.08.25	1.69015	1.69493	1.68507	1.68789	52508	0	6
2021.08.26	1.68695	1.69297	1.68540	1.69093	67207	0	6
2021.08.27	1.69093	1.69504	1.68044	1.68191	65115	0	6
2021.08.30	1.68320	1.68800	1.67910	1.68527	43998	0	6
2021.08.31	1.68453	1.68587	1.67318	1.67514	64697	0	6
2021.09.01	1.67480	1.67887	1.67077	1.67427	45928	0	6
2021.09.02	1.67353	1.67739	1.66675	1.66913	32367	0	7
2021.09.03	1.66891	1.67141	1.65815	1.66071	38599	0	7
2021.09.06	1.65687	1.66446	1.65687	1.66338	39263	0	7
2021.09.07	1.66295	1.67048	1.66068	1.66709	40228	0	7
2021.09.08	1.66733	1.67010	1.66221	1.66383	43373	0	6
2021.09.09	1.66366	1.66793	1.65696	1.66318	55291	0	7
2021.09.10	1.66209	1.66710	1.65309	1.66061	51115	0	7
2021.09.13	1.65780	1.66264	1.65534	1.65869	53988	0	6
2021.09.14	1.65826	1.66687	1.65557	1.66242	56538	0	6
2021.09.15	1.66242	1.66865	1.66012	1.66193	35507	0	7
2021.09.16	1.66133	1.66609	1.65398	1.66319	39739	0	7
2021.09.17	1.66373	1.67051	1.66132	1.66641	40681	0	8
2021.09.20	1.66610	1.67197	1.66375	1.66752	44979	0	7
2021.09.21	1.66781	1.67616	1.66275	1.67330	47360	0	6
2021.09.22	1.67290	1.67582	1.66507	1.66891	53779	0	6
2021.09.23	1.66891	1.67514	1.65540	1.66018	45116	0	7
2021.09.24	1.66018	1.67307	1.65702	1.67091	45450	0	8
2021.09.27	1.67000	1.67443	1.66376	1.66713	45351	0	8
2021.09.28	1.66713	1.68144	1.66431	1.67802	70486	0	7
2021.09.29	1.67800	1.69135	1.67704	1.68869	67552	0	6
2021.09.30	1.68723	1.68929	1.67462	1.67765	70074	0	6
2021.10.01	1.67740	1.68347	1.66847	1.67041	69459	0	7
2021.10.04	1.66948	1.67399	1.66616	1.66758	59889	0	9
2021.10.05	1.66758	1.67320	1.66306	1.66544	53672	0	8
2021.10.06	1.66570	1.67885	1.66105	1.67134	68877	0	7
2021.10.07	1.67100	1.67198	1.66502	1.66683	53703	0	7
2021.10.08	1.66724	1.67107	1.66266	1.67010	56268	0	8
2021.10.11	1.67053	1.67252	1.66198	1.66492	47634	0	9
2021.10.12	1.66495	1.66832	1.65742	1.66309	56603	0	6
2021.10.13	1.66291	1.66953	1.65878	1.66406	59284	0	6
2021.10.14	1.66467	1.66508	1.64718	1.64740	49815	0	8
2021.10.15	1.64768	1.64899	1.63891	1.63911	56107	0	7
2021.10.18	1.63864	1.64462	1.63297	1.63809	58685	0	9
2021.10.19	1.63800	1.63911	1.62283	1.62575	54475	0	16
2021.10.20	1.62600	1.62767	1.61636	1.61773	61498	0	11
2021.10.21	1.61773	1.62799	1.61540	1.62383	55803	0	10
2021.10.22	1.62331	1.63052	1.61927	1.62849	58108	0	2
2021.10.25	1.62550	1.63005	1.61834	1.61981	56465	0	3
2021.10.26	1.61885	1.62147	1.61532	1.61858	58163	0	1
2021.10.27	1.61873	1.62575	1.61424	1.61792	65366	0	1
2021.10.28	1.61730	1.62548	1.61283	1.62192	67307	0	10
2021.10.29	1.62114	1.62848	1.61212	1.61319	66588	0	1
2021.11.01	1.61406	1.61589	1.60798	1.61424	53758	0	2
