<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2018.01.02	0.97429	0.97472	0.96994	0.97155	67720	0	0
2018.01.03	0.97145	0.97976	0.97091	0.97659	82737	0	2
2018.01.04	0.97659	0.97802	0.97319	0.97326	73789	0	2
2018.01.05	0.97326	0.97845	0.97324	0.97462	78826	0	2
2018.01.08	0.97501	0.97842	0.97394	0.97680	57541	0	1
2018.01.09	0.97680	0.98417	0.97497	0.98219	74649	0	1
2018.01.10	0.98219	0.98452	0.97539	0.97816	111646	0	1
2018.01.11	0.97783	0.98159	0.97320	0.97555	116188	0	1
2018.01.12	0.97555	0.97704	0.96653	0.96726	129990	0	1
2018.01.15	0.96780	0.96848	0.96028	0.96273	108057	0	1
2018.01.16	0.96273	0.96654	0.95811	0.95925	115051	0	1
2018.01.17	0.95903	0.96575	0.95724	0.96529	139402	0	1
2018.01.18	0.96529	0.96659	0.95746	0.95864	124260	0	1
2018.01.19	0.95864	0.96402	0.95354	0.96249	119744	0	1
2018.01.22	0.96080	0.96398	0.95924	0.96156	91396	0	1
2018.01.23	0.96141	0.96333	0.95663	0.95752	105992	0	1
2018.01.24	0.95727	0.95808	0.94263	0.94430	138811	0	1
2018.01.25	0.94430	0.94663	0.92888	0.94063	231791	0	1
2018.01.26	0.94057	0.94293	0.93196	0.93196	170871	0	1
2018.01.29	0.93343	0.93865	0.93243	0.93742	123869	0	1
2018.01.30	0.93712	0.93931	0.93098	0.93387	130039	0	0
2018.01.31	0.93387	0.93589	0.92890	0.93093	160049	0	1
2018.02.01	0.93093	0.93414	0.92558	0.92611	148548	0	1
2018.02.02	0.92611	0.93365	0.92458	0.93141	142163	0	1
2018.02.05	0.93228	0.93763	0.92870	0.93134	152133	0	1
2018.02.06	0.93112	0.93975	0.93062	0.93583	205650	0	1
2018.02.07	0.93583	0.94543	0.93397	0.94257	127074	0	1
2018.02.08	0.94327	0.94700	0.93541	0.93580	162981	0	1
2018.02.09	0.93582	0.94087	0.93483	0.93918	165968	0	1
2018.02.12	0.93890	0.94028	0.93635	0.93897	93407	0	1
2018.02.13	0.93888	0.93981	0.93219	0.93470	87169	0	1
2018.02.14	0.93469	0.93742	0.92848	0.92928	127359	0	1
2018.02.15	0.92928	0.92928	0.92096	0.92190	123521	0	1
2018.02.16	0.92190	0.92875	0.91875	0.92746	104623	0	1
2018.02.19	0.92691	0.93195	0.92626	0.92908	72531	0	1
2018.02.20	0.92896	0.93691	0.92809	0.93589	88207	0	1
2018.02.21	0.93569	0.93964	0.93424	0.93877	124013	0	1
2018.02.22	0.93856	0.94091	0.93255	0.93255	91430	0	1
2018.02.23	0.93238	0.93739	0.93224	0.93634	72712	0	1
2018.02.26	0.93519	0.93910	0.93254	0.93787	77879	0	1
2018.02.27	0.93787	0.94170	0.93581	0.93887	97400	0	1
2018.02.28	0.93854	0.94584	0.93845	0.94437	92880	0	1
2018.03.01	0.94448	0.94903	0.94095	0.94139	118707	0	1
2018.03.02	0.94168	0.94239	0.93383	0.93772	102608	0	1
2018.03.05	0.93542	0.94078	0.93455	0.93971	127723	0	1
2018.03.06	0.93971	0.94188	0.93597	0.94056	99195	0	1
2018.03.07	0.94023	0.94425	0.93572	0.94339	98813	0	1
2018.03.08	0.94339	0.95201	0.94218	0.95097	110136	0	1
2018.03.09	0.95097	0.95343	0.94874	0.95165	90843	0	1
2018.03.12	0.95100	0.95139	0.94567	0.94751	60455	0	1
2018.03.13	0.94751	0.94940	0.94291	0.94334	91965	0	1
2018.03.14	0.94344	0.94800	0.94239	0.94470	75423	0	1
2018.03.15	0.94470	0.95199	0.94332	0.95108	85468	0	1
2018.03.16	0.95108	0.95474	0.94850	0.95204	81844	0	1
2018.03.19	0.95238	0.95514	0.94946	0.95129	84484	0	1
2018.03.20	0.95129	0.95693	0.95020	0.95623	80565	0	1
2018.03.21	0.95642	0.95642	0.94826	0.94893	118801	0	1
2018.03.22	0.94896	0.95148	0.94592	0.94879	124611	0	1
2018.03.23	0.94879	0.94953	0.94446	0.94721	129426	0	1
2018.03.26	0.94666	0.94888	0.94331	0.94531	98065	0	1
2018.03.27	0.94539	0.95089	0.94342	0.94664	129009	0	1
2018.03.28	0.94657	0.95779	0.94579	0.95639	129269	0	1
2018.03.29	0.95663	0.95836	0.95472	0.95625	118673	0	1
2018.03.30	0.95641	0.95642	0.95224	0.95396	31141	0	1
2018.04.02	0.95201	0.95645	0.95196	0.95465	74760	0	1
2018.04.03	0.95465	0.95971	0.95321	0.95851	109846	0	1
2018.04.04	0.95851	0.96114	0.95510	0.96071	80233	0	1
2018.04.05	0.96047	0.96397	0.95978	0.96345	51125	0	1
2018.04.06	0.96346	0.96492	0.95779	0.95897	76851	0	1
2018.04.09	0.95809	0.96095	0.95603	0.95609	53525	0	1
2018.04.10	0.95579	0.95809	0.95341	0.95676	50210	0	1
2018.04.11	0.95676	0.95961	0.95556	0.95749	53566	0	1
2018.04.12	0.95662	0.96465	0.95635	0.96200	61654	0	1
2018.04.13	0.96200	0.96389	0.95994	0.96218	42680	0	1
2018.04.16	0.96153	0.96368	0.95771	0.95989	36401	0	1
2018.04.17	0.95966	0.96782	0.95804	0.96615	42778	0	1
2018.04.18	0.96609	0.96983	0.96499	0.96859	50413	0	1
2018.04.19	0.96849	0.97240	0.96657	0.97123	56710	0	1
2018.04.20	0.97109	0.97592	0.97050	0.97471	48934	0	1
