<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2018.01.02	0.77981	0.78447	0.77939	0.78255	53072	0	2
2018.01.03	0.78255	0.78447	0.78051	0.78339	78067	0	2
2018.01.04	0.78339	0.78663	0.78142	0.78608	77129	0	2
2018.01.05	0.78608	0.78746	0.78348	0.78625	78913	0	2
2018.01.08	0.78625	0.78725	0.78269	0.78397	57840	0	1
2018.01.09	0.78403	0.78644	0.78074	0.78228	78067	0	1
2018.01.10	0.78229	0.78670	0.78082	0.78407	112778	0	1
2018.01.11	0.78407	0.78944	0.78369	0.78912	104705	0	1
2018.01.12	0.78912	0.79244	0.78480	0.79162	116656	0	1
2018.01.15	0.79004	0.79786	0.79004	0.79625	100033	0	1
2018.01.16	0.79625	0.79746	0.79368	0.79564	100015	0	1
2018.01.17	0.79563	0.80226	0.79402	0.79684	134827	0	1
2018.01.18	0.79684	0.80070	0.79416	0.79976	115513	0	1
2018.01.19	0.79975	0.80386	0.79784	0.79851	107619	0	1
2018.01.22	0.79851	0.80270	0.79787	0.80148	75502	0	1
2018.01.23	0.80148	0.80295	0.79562	0.79971	97093	0	1
2018.01.24	0.79970	0.80827	0.79934	0.80619	113396	0	1
2018.01.25	0.80608	0.81185	0.80112	0.80194	189543	0	1
2018.01.26	0.80194	0.81357	0.80046	0.81096	153591	0	1
2018.01.29	0.80983	0.81179	0.80742	0.80919	123887	0	1
2018.01.30	0.80921	0.81134	0.80421	0.80797	113480	0	1
2018.01.31	0.80790	0.81167	0.80347	0.80538	152409	0	1
2018.02.01	0.80538	0.80672	0.79874	0.80382	138352	0	1
2018.02.02	0.80382	0.80439	0.79178	0.79210	159273	0	1
2018.02.05	0.79120	0.79537	0.78750	0.78766	170120	0	1
2018.02.06	0.78748	0.79099	0.78355	0.79045	227230	0	1
2018.02.07	0.79045	0.79079	0.78165	0.78209	127471	0	1
2018.02.08	0.78215	0.78431	0.77756	0.77792	180175	0	1
2018.02.09	0.77792	0.78302	0.77589	0.78146	184951	0	1
2018.02.12	0.78134	0.78635	0.78041	0.78588	101591	0	1
2018.02.13	0.78590	0.78765	0.78276	0.78586	99192	0	1
2018.02.14	0.78586	0.79341	0.77730	0.79254	156634	0	1
2018.02.15	0.79254	0.79664	0.78918	0.79418	132042	0	1
2018.02.16	0.79418	0.79883	0.78924	0.79045	116184	0	1
2018.02.19	0.79064	0.79352	0.78981	0.79111	74279	0	1
2018.02.20	0.79116	0.79335	0.78737	0.78816	113114	0	1
2018.02.21	0.78807	0.79008	0.78025	0.78032	134755	0	1
2018.02.22	0.78032	0.78597	0.77903	0.78447	94404	0	1
2018.02.23	0.78448	0.78472	0.78041	0.78409	79834	0	1
2018.02.26	0.78387	0.78931	0.78256	0.78521	72751	0	1
2018.02.27	0.78521	0.78683	0.77832	0.77874	94437	0	1
2018.02.28	0.77875	0.78189	0.77602	0.77604	86264	0	1
2018.03.01	0.77605	0.77693	0.77123	0.77534	131747	0	1
2018.03.02	0.77534	0.77735	0.77373	0.77627	105707	0	1
2018.03.05	0.77606	0.77700	0.77255	0.77634	81604	0	1
2018.03.06	0.77634	0.78421	0.77563	0.78265	98692	0	1
2018.03.07	0.78267	0.78299	0.77713	0.78223	106082	0	1
2018.03.08	0.78228	0.78384	0.77725	0.77860	93244	0	1
2018.03.09	0.77859	0.78538	0.77762	0.78468	84939	0	1
2018.03.12	0.78496	0.78796	0.78472	0.78733	58283	0	1
2018.03.13	0.78733	0.78975	0.78457	0.78554	90801	0	1
2018.03.14	0.78554	0.79163	0.78511	0.78746	86968	0	1
2018.03.15	0.78750	0.78852	0.77942	0.77986	84060	0	1
2018.03.16	0.77986	0.78041	0.77096	0.77132	76044	0	1
2018.03.19	0.77142	0.77258	0.76865	0.77141	78686	0	1
2018.03.20	0.77141	0.77208	0.76785	0.76830	70661	0	1
2018.03.21	0.76830	0.77799	0.76721	0.77630	104531	0	1
2018.03.22	0.77630	0.77845	0.76869	0.76950	128233	0	1
2018.03.23	0.76950	0.77437	0.76870	0.76960	170105	0	1
2018.03.26	0.77022	0.77504	0.76948	0.77453	121362	0	1
2018.03.27	0.77453	0.77575	0.76751	0.76773	118380	0	1
2018.03.28	0.76773	0.77024	0.76533	0.76605	167559	0	1
2018.03.29	0.76594	0.76894	0.76428	0.76775	121058	0	1
2018.03.30	0.76775	0.77062	0.76720	0.76857	154059	0	1
2018.04.02	0.76838	0.76950	0.76495	0.76602	76410	0	1
2018.04.03	0.76602	0.77067	0.76470	0.76826	117830	0	1
2018.04.04	0.76839	0.77212	0.76626	0.77144	94714	0	1
2018.04.05	0.77134	0.77261	0.76739	0.76811	46847	0	1
2018.04.06	0.76816	0.76994	0.76574	0.76730	60342	0	1
2018.04.09	0.76772	0.77107	0.76520	0.76945	42208	0	1
2018.04.10	0.76945	0.77678	0.76935	0.77593	52748	0	1
2018.04.11	0.77587	0.77728	0.77393	0.77499	42644	0	1
2018.04.12	0.77452	0.77713	0.77380	0.77515	42176	0	1
2018.04.13	0.77523	0.78097	0.77517	0.77631	39095	0	1
2018.04.16	0.77669	0.77832	0.77519	0.77779	31270	0	1
2018.04.17	0.77776	0.77911	0.77600	0.77622	34928	0	1
2018.04.18	0.77647	0.77974	0.77440	0.77819	35728	0	1
2018.04.19	0.77827	0.78126	0.77189	0.77278	48404	0	1
2018.04.20	0.77278	0.77319	0.76551	0.76713	43346	0	1
2018.04.23	0.76676	0.76826	0.75993	0.76039	40872	0	1
2018.04.24	0.76039	0.76205	0.75767	0.76031	52701	0	1
2018.04.25	0.76022	0.76060	0.75519	0.75640	49528	0	1
2018.04.26	0.75632	0.75888	0.75467	0.75532	67724	0	1
2018.04.27	0.75519	0.75838	0.75319	0.75818	52974	0	1
2018.04.30	0.75740	0.75820	0.75253	0.75280	51718	0	1
2018.05.01	0.75280	0.75464	0.74724	0.74880	53689	0	1
2018.05.02	0.74880	0.75370	0.74754	0.74916	83500	0	1
2018.05.03	0.74916	0.75427	0.74853	0.75310	80416	0	1
2018.05.04	0.75310	0.75603	0.74920	0.75387	63665	0	1
2018.05.07	0.75406	0.75430	0.74930	0.75119	47884	0	1
2018.05.08	0.75100	0.75280	0.74336	0.74510	72722	0	1
2018.05.09	0.74509	0.74725	0.74123	0.74549	65084	0	1
2018.05.10	0.74549	0.75397	0.74492	0.75289	84193	0	1
2018.05.11	0.75284	0.75669	0.75225	0.75413	61441	0	1
2018.05.14	0.75396	0.75650	0.75224	0.75227	48836	0	1
2018.05.15	0.75213	0.75375	0.74477	0.74682	71206	0	1
2018.05.16	0.74672	0.75227	0.74472	0.75148	71021	0	1
2018.05.17	0.75127	0.75474	0.74975	0.75081	67570	0	1
2018.05.18	0.75074	0.75279	0.74883	0.75096	56813	0	1
2018.05.21	0.75192	0.75863	0.75026	0.75789	53196	0	1
2018.05.22	0.75798	0.76053	0.75660	0.75734	58528	0	1
2018.05.23	0.75743	0.75825	0.75223	0.75562	84445	0	1
2018.05.24	0.75558	0.75824	0.75420	0.75733	76974	0	1
2018.05.25	0.75733	0.75899	0.75424	0.75475	59049	0	1
2018.05.28	0.75578	0.75809	0.75393	0.75434	52798	0	1
2018.05.29	0.75426	0.75526	0.74978	0.75041	73214	0	1
2018.05.30	0.75032	0.75836	0.74759	0.75699	74144	0	1
